team,player,bat_or_bowl,bb_bf,runs,wkts,wicketball_prob,runs_per_ball,opposition,ground,start_date,overs,mdns,econ,inns,4s,6s,sr,not_out,mins
SL,MD Shanaka (SL),bowl,30,28,0,0,0.933333333,v Pakistan,Hyderabad,10-Oct-23,5,0,5.6,2,,,,,
SA,L Ngidi (SA),bowl,36,28,0,0,0.777777778,v New Zealand,Pune,1-Nov-23,6,1,4.66,2,,,,,
ENG,MM Ali (ENG),bowl,24,28,0,0,1.166666667,v Australia,Ahmedabad,4-Nov-23,4,0,7,1,,,,,
AUS,TM Head (AUS),bowl,30,28,0,0,0.933333333,v England,Ahmedabad,4-Nov-23,5,0,5.6,2,,,,,
BAN,Mustafizur Rahman (BAN),bowl,30,29,0,0,0.966666667,v India,Pune,19-Oct-23,5,0,5.8,2,,,,,
NED,BFW de Leede (NED),bowl,18,29,0,0,1.611111111,v Sri Lanka,Lucknow,21-Oct-23,3,0,9.66,2,,,,,
ENG,LS Livingstone (ENG),bowl,24,29,0,0,1.208333333,v India,Lucknow,29-Oct-23,4,1,7.25,1,,,,,
AFG,Mujeeb Ur Rahman (AFG),bowl,42,30,0,0,0.714285714,v Bangladesh,Dharamsala,7-Oct-23,7,0,4.28,2,,,,,
ENG,CR Woakes (ENG),bowl,36,30,0,0,0.833333333,v Sri Lanka,Bengaluru,26-Oct-23,6,0,5,2,,,,,
BAN,Shakib Al Hasan (BAN),bowl,33,30,0,0,0.909090909,v Pakistan,Eden Gardens,31-Oct-23,5.3,0,5.45,2,,,,,
AFG,Naveen-ul-Haq (AFG),bowl,30,31,0,0,1.033333333,v India,Delhi,11-Oct-23,5,0,6.2,2,,,,,
PAK,Shadab Khan (PAK),bowl,24,31,0,0,1.291666667,v India,Ahmedabad,14-Oct-23,4,0,7.75,2,,,,,
NZ,MJ Henry (NZ),bowl,33,31,0,0,0.939393939,v South Africa,Pune,1-Nov-23,5.3,0,5.63,1,,,,,
AFG,Rashid Khan (AFG),bowl,60,31,0,0,0.516666667,v Netherlands,Lucknow,3-Nov-23,10,0,3.1,1,,,,,
NED,CN Ackermann (NED),bowl,42,31,0,0,0.738095238,v England,Pune,8-Nov-23,7,0,4.42,1,,,,,
NZ,LH Ferguson (NZ),bowl,48,32,0,0,0.666666667,v Netherlands,Hyderabad,9-Oct-23,8,0,4,2,,,,,
AFG,Mohammad Nabi (AFG),bowl,24,32,0,0,1.333333333,v India,Delhi,11-Oct-23,4,0,8,2,,,,,
AUS,PJ Cummins (AUS),bowl,38,33,0,0,0.868421053,v India,Chennai,8-Oct-23,6.2,0,5.21,2,,,,,
AUS,GJ Maxwell (AUS),bowl,48,33,0,0,0.6875,v India,Chennai,8-Oct-23,8,0,4.12,2,,,,,
IND,Mohammed Siraj (IND),bowl,36,33,0,0,0.916666667,v England,Lucknow,29-Oct-23,6,0,5.5,2,,,,,
AFG,Mohammad Nabi (AFG),bowl,36,33,0,0,0.916666667,v Sri Lanka,Pune,30-Oct-23,6,0,5.5,1,,,,,
NZ,TA Boult (NZ),bowl,48,34,0,0,0.708333333,v Netherlands,Hyderabad,9-Oct-23,8,0,4.25,2,,,,,
AFG,Azmatullah Omarzai (AFG),bowl,24,34,0,0,1.416666667,v India,Delhi,11-Oct-23,4,0,8.5,2,,,,,
NED,PA van Meekeren (NED),bowl,30,35,0,0,1.166666667,v Afghanistan,Lucknow,3-Nov-23,5,0,7,2,,,,,
NZ,MJ Santner (NZ),bowl,30,35,0,0,1.166666667,v Pakistan,Bengaluru,4-Nov-23,5,0,7,2,,,,,
NED,RE van der Merwe (NED),bowl,36,36,0,0,1,v Pakistan,Hyderabad,6-Oct-23,6,0,6,1,,,,,
SL,MD Shanaka (SL),bowl,36,36,0,0,1,v South Africa,Delhi,7-Oct-23,6,0,6,1,,,,,
SL,DM de Silva (SL),bowl,24,36,0,0,1.5,v Pakistan,Hyderabad,10-Oct-23,4,0,9,2,,,,,
AUS,JR Hazlewood (AUS),bowl,42,36,0,0,0.857142857,v Sri Lanka,Lucknow,16-Oct-23,7,1,5.14,1,,,,,
BAN,Taskin Ahmed (BAN),bowl,36,36,0,0,1,v Pakistan,Eden Gardens,31-Oct-23,6,1,6,2,,,,,
AFG,Fazalhaq Farooqi (AFG),bowl,30,36,0,0,1.2,v Netherlands,Lucknow,3-Nov-23,5,0,7.2,1,,,,,
NZ,R Ravindra (NZ),bowl,42,37,0,0,0.880952381,v Bangladesh,Chennai,13-Oct-23,7,0,5.28,1,,,,,
PAK,Iftikhar Ahmed (PAK),bowl,48,37,0,0,0.770833333,v Australia,Bengaluru,20-Oct-23,8,0,4.62,1,,,,,
SL,D Madushanka (SL),bowl,30,37,0,0,1.233333333,v England,Bengaluru,26-Oct-23,5,0,7.4,1,,,,,
ENG,MM Ali (ENG),bowl,48,37,0,0,0.770833333,v India,Lucknow,29-Oct-23,8,0,4.62,1,,,,,
IND,RA Jadeja (IND),bowl,48,38,0,0,0.791666667,v Afghanistan,Delhi,11-Oct-23,8,0,4.75,1,,,,,
NZ,LH Ferguson (NZ),bowl,18,38,0,0,2.111111111,v Australia,Dharamsala,28-Oct-23,3,0,12.66,1,,,,,
SL,DM de Silva (SL),bowl,24,39,0,0,1.625,v South Africa,Delhi,7-Oct-23,4,0,9.75,1,,,,,
AFG,Fazalhaq Farooqi (AFG),bowl,42,39,0,0,0.928571429,v New Zealand,Chennai,18-Oct-23,7,1,5.57,1,,,,,
ENG,AU Rashid (ENG),bowl,28,39,0,0,1.392857143,v Sri Lanka,Bengaluru,26-Oct-23,4.4,0,8.35,2,,,,,
BAN,Taskin Ahmed (BAN),bowl,60,39,0,0,0.65,v Sri Lanka,Delhi,6-Nov-23,10,1,3.9,1,,,,,
AUS,GJ Maxwell (AUS),bowl,30,40,0,0,1.333333333,v Pakistan,Bengaluru,20-Oct-23,5,0,8,2,,,,,
PAK,Mohammad Nawaz (3) (PAK),bowl,38,40,0,0,1.052631579,v South Africa,Chennai,27-Oct-23,6.2,0,6.31,2,,,,,
SA,K Rabada (SA),bowl,60,40,0,0,0.666666667,v Afghanistan,Ahmedabad,10-Nov-23,10,0,4,1,,,,,
NED,R Klein (NED),bowl,42,41,0,0,0.976190476,v New Zealand,Hyderabad,9-Oct-23,7,1,5.85,1,,,,,
ENG,CR Woakes (ENG),bowl,24,41,0,0,1.708333333,v Afghanistan,Delhi,15-Oct-23,4,0,10.25,1,,,,,
AFG,Mohammad Nabi (AFG),bowl,48,41,0,0,0.854166667,v New Zealand,Chennai,18-Oct-23,8,1,5.12,1,,,,,
AFG,Rashid Khan (AFG),bowl,60,41,0,0,0.683333333,v Pakistan,Chennai,23-Oct-23,10,0,4.1,1,,,,,
NED,RE van der Merwe (NED),bowl,30,41,0,0,1.366666667,v Australia,Delhi,25-Oct-23,5,0,8.2,1,,,,,
ENG,AAP Atkinson (ENG),bowl,42,41,0,0,0.976190476,v Netherlands,Pune,8-Nov-23,7,0,5.85,2,,,,,
SL,MADI Hemantha (SL),bowl,48,42,0,0,0.875,v Netherlands,Lucknow,21-Oct-23,8,0,5.25,1,,,,,
NED,RE van der Merwe (NED),bowl,54,42,0,0,0.777777778,v Sri Lanka,Lucknow,21-Oct-23,9,0,4.66,2,,,,,
NZ,GD Phillips (NZ),bowl,30,42,0,0,1.4,v Pakistan,Bengaluru,4-Nov-23,5,1,8.4,2,,,,,
BAN,Shoriful Islam (BAN),bowl,47,43,0,0,0.914893617,v New Zealand,Chennai,13-Oct-23,7.5,1,5.48,2,,,,,
PAK,Haris Rauf (PAK),bowl,36,43,0,0,1.194444444,v India,Ahmedabad,14-Oct-23,6,0,7.16,2,,,,,
PAK,Mohammad Nawaz (3) (PAK),bowl,42,43,0,0,1.023809524,v Australia,Bengaluru,20-Oct-23,7,0,6.14,1,,,,,
NZ,IS Sodhi (NZ),bowl,24,44,0,0,1.833333333,v Pakistan,Bengaluru,4-Nov-23,4,0,11,2,,,,,
ENG,CR Woakes (ENG),bowl,36,45,0,0,1.25,v New Zealand,Ahmedabad,5-Oct-23,6,0,7.5,2,,,,,
ENG,SM Curran (ENG),bowl,24,46,0,0,1.916666667,v Afghanistan,Delhi,15-Oct-23,4,0,11.5,1,,,,,
NZ,R Ravindra (NZ),bowl,54,46,0,0,0.851851852,v India,Dharamsala,22-Oct-23,9,0,5.11,2,,,,,
ENG,AU Rashid (ENG),bowl,42,47,0,0,1.119047619,v New Zealand,Ahmedabad,5-Oct-23,7,0,6.71,2,,,,,
PAK,Mohammad Nawaz (3) (PAK),bowl,51,47,0,0,0.921568627,v India,Ahmedabad,14-Oct-23,8.3,0,5.52,2,,,,,
SL,CBRLS Kumara (SL),bowl,24,47,0,0,1.958333333,v Australia,Lucknow,16-Oct-23,4,0,11.75,2,,,,,
AFG,Naveen-ul-Haq (AFG),bowl,39,47,0,0,1.205128205,v Sri Lanka,Pune,30-Oct-23,6.3,0,7.23,1,,,,,
BAN,Mustafizur Rahman (BAN),bowl,42,47,0,0,1.119047619,v Pakistan,Eden Gardens,31-Oct-23,7,0,6.71,2,,,,,
SL,CAK Rajitha (SL),bowl,24,47,0,0,1.958333333,v Bangladesh,Delhi,6-Nov-23,4,0,11.75,2,,,,,
AUS,PJ Cummins (AUS),bowl,48,47,0,0,0.979166667,v Afghanistan,Wankhede,7-Nov-23,8,0,5.87,1,,,,,
AFG,Rashid Khan (AFG),bowl,54,48,0,0,0.888888889,v Bangladesh,Dharamsala,7-Oct-23,9,0,5.33,2,,,,,
ENG,JE Root (ENG),bowl,37,48,0,0,1.297297297,v South Africa,Wankhede,21-Oct-23,6.1,0,7.78,1,,,,,
IND,RA Jadeja (IND),bowl,60,48,0,0,0.8,v New Zealand,Dharamsala,22-Oct-23,10,0,4.8,1,,,,,
SL,M Theekshana (SL),bowl,42,49,0,0,1.166666667,v Australia,Lucknow,16-Oct-23,7,0,7,2,,,,,
PAK,Shadab Khan (PAK),bowl,48,49,0,0,1.020833333,v Afghanistan,Chennai,23-Oct-23,8,0,6.12,2,,,,,
NED,A Dutt (NED),bowl,51,49,0,0,0.960784314,v Afghanistan,Lucknow,3-Nov-23,8.3,0,5.76,2,,,,,
AFG,Noor Ahmad (AFG),bowl,54,49,0,0,0.907407407,v South Africa,Ahmedabad,10-Nov-23,9,0,5.44,2,,,,,
AFG,Fazalhaq Farooqi (AFG),bowl,36,50,0,0,1.388888889,v India,Delhi,11-Oct-23,6,0,8.33,2,,,,,
NZ,TA Boult (NZ),bowl,36,50,0,0,1.388888889,v Pakistan,Bengaluru,4-Nov-23,6,0,8.33,2,,,,,
SL,PVD Chameera (SL),bowl,56,51,0,0,0.910714286,v Afghanistan,Pune,30-Oct-23,9.2,0,5.46,2,,,,,
NZ,GD Phillips (NZ),bowl,42,52,0,0,1.238095238,v South Africa,Pune,1-Nov-23,7,0,7.42,1,,,,,
SL,MADI Hemantha (SL),bowl,48,52,0,0,1.083333333,v India,Wankhede,2-Nov-23,8,0,6.5,1,,,,,
AFG,Naveen-ul-Haq (AFG),bowl,39,52,0,0,1.333333333,v South Africa,Ahmedabad,10-Nov-23,6.3,0,8,2,,,,,
AUS,A Zampa (AUS),bowl,48,53,0,0,1.104166667,v India,Chennai,8-Oct-23,8,0,6.62,2,,,,,
PAK,Haris Rauf (PAK),bowl,48,53,0,0,1.104166667,v Afghanistan,Chennai,23-Oct-23,8,1,6.62,2,,,,,
AFG,Noor Ahmad (AFG),bowl,60,53,0,0,0.883333333,v Australia,Wankhede,7-Nov-23,10,1,5.3,2,,,,,
BAN,Shoriful Islam (BAN),bowl,48,54,0,0,1.125,v India,Pune,19-Oct-23,8,0,6.75,2,,,,,
SL,PVD Chameera (SL),bowl,48,54,0,0,1.125,v Bangladesh,Delhi,6-Nov-23,8,0,6.75,2,,,,,
ENG,MA Wood (ENG),bowl,30,55,0,0,1.833333333,v New Zealand,Ahmedabad,5-Oct-23,5,0,11,2,,,,,
BAN,Mehidy Hasan Miraz (BAN),bowl,36,55,0,0,1.527777778,v England,Dharamsala,10-Oct-23,6,0,9.16,1,,,,,
AFG,Mujeeb Ur Rahman (AFG),bowl,48,55,0,0,1.145833333,v Pakistan,Chennai,23-Oct-23,8,0,6.87,1,,,,,
PAK,Usama Mir (PAK),bowl,48,55,0,0,1.145833333,v Afghanistan,Chennai,23-Oct-23,8,0,6.87,2,,,,,
SL,M Theekshana (SL),bowl,60,55,0,0,0.916666667,v Afghanistan,Pune,30-Oct-23,10,0,5.5,2,,,,,
NZ,JDS Neesham (NZ),bowl,42,56,0,0,1.333333333,v England,Ahmedabad,5-Oct-23,7,0,8,1,,,,,
BAN,Taskin Ahmed (BAN),bowl,48,56,0,0,1.166666667,v New Zealand,Chennai,13-Oct-23,8,0,7,2,,,,,
SA,KA Maharaj (SA),bowl,54,56,0,0,1.037037037,v Pakistan,Chennai,27-Oct-23,9,0,6.22,1,,,,,
NZ,R Ravindra (NZ),bowl,48,56,0,0,1.166666667,v Australia,Dharamsala,28-Oct-23,8,0,7,1,,,,,
PAK,Hasan Ali (PAK),bowl,48,57,0,0,1.1875,v Australia,Bengaluru,20-Oct-23,8,0,7.12,1,,,,,
NED,LV van Beek (NED),bowl,60,57,0,0,0.95,v Sri Lanka,Lucknow,21-Oct-23,10,0,5.7,2,,,,,
BAN,Mehidy Hasan Miraz (BAN),bowl,54,58,0,0,1.074074074,v New Zealand,Chennai,13-Oct-23,9,0,6.44,2,,,,,
SL,C Karunaratne (SL),bowl,54,58,0,0,1.074074074,v Netherlands,Lucknow,21-Oct-23,9,1,6.44,1,,,,,
NZ,MJ Santner (NZ),bowl,60,58,0,0,0.966666667,v South Africa,Pune,1-Nov-23,10,0,5.8,1,,,,,
SL,D Madushanka (SL),bowl,38,58,0,0,1.526315789,v New Zealand,Bengaluru,9-Nov-23,6.2,0,9.15,2,,,,,
ENG,MM Ali (ENG),bowl,56,60,0,0,1.071428571,v New Zealand,Ahmedabad,5-Oct-23,9.2,0,6.42,2,,,,,
BAN,Nasum Ahmed (BAN),bowl,57,60,0,0,1.052631579,v India,Pune,19-Oct-23,9.3,0,6.31,2,,,,,
ENG,DJ Willey (ENG),bowl,54,61,0,0,1.12962963,v South Africa,Wankhede,21-Oct-23,9,1,6.77,1,,,,,
SL,DN Wellalage (SL),bowl,60,62,0,0,1.033333333,v Pakistan,Hyderabad,10-Oct-23,10,0,6.2,2,,,,,
AFG,Mujeeb Ur Rahman (AFG),bowl,48,64,0,0,1.333333333,v India,Delhi,11-Oct-23,8,0,8,2,,,,,
NED,PA van Meekeren (NED),bowl,60,64,0,0,1.066666667,v Australia,Delhi,25-Oct-23,10,0,6.4,1,,,,,
SL,CAK Rajitha (SL),bowl,54,65,0,0,1.203703704,v India,Wankhede,2-Nov-23,9,0,7.22,1,,,,,
SL,M Theekshana (SL),bowl,60,67,0,0,1.116666667,v India,Wankhede,2-Nov-23,10,0,6.7,1,,,,,
BAN,Mustafizur Rahman (BAN),bowl,60,70,0,0,1.166666667,v England,Dharamsala,10-Oct-23,10,0,7,1,,,,,
AFG,Mujeeb Ur Rahman (AFG),bowl,53,72,0,0,1.358490566,v Australia,Wankhede,7-Nov-23,8.5,1,8.15,2,,,,,
IND,Mohammed Siraj (IND),bowl,54,76,0,0,1.407407407,v Afghanistan,Delhi,11-Oct-23,9,0,8.44,1,,,,,
ENG,MA Wood (ENG),bowl,42,76,0,0,1.80952381,v South Africa,Wankhede,21-Oct-23,7,0,10.85,1,,,,,
BAN,Mustafizur Rahman (BAN),bowl,54,76,0,0,1.407407407,v South Africa,Wankhede,24-Oct-23,9,0,8.44,1,,,,,
AUS,MA Starc (AUS),bowl,54,89,0,0,1.648148148,v New Zealand,Dharamsala,28-Oct-23,9,0,9.88,2,,,,,
PAK,Shaheen Shah Afridi (PAK),bowl,60,90,0,0,1.5,v New Zealand,Bengaluru,4-Nov-23,10,0,9,1,,,,,
AUS,GJ Maxwell (AUS),bat,128,201,,0,1.5703,v Afghanistan,Wankhede,7-Nov-23,,,,2,21,10,157.03,1,181
SA,Q de Kock (SA),bat,140,174,,0.007142857,1.2428,v Bangladesh,Wankhede,24-Oct-23,,,,1,15,7,124.28,0,192
AUS,DA Warner (AUS),bat,124,163,,0.008064516,1.3145,v Pakistan,Bengaluru,20-Oct-23,,,,1,14,9,131.45,0,180
NZ,DP Conway (NZ),bat,121,152,,0,1.2561,v England,Ahmedabad,5-Oct-23,,,,2,19,3,125.61,1,147
ENG,DJ Malan (ENG),bat,107,140,,0.009345794,1.3084,v Bangladesh,Dharamsala,10-Oct-23,,,,1,16,5,130.84,0,106
SA,HE van der Dussen (SA),bat,118,133,,0.008474576,1.1271,v New Zealand,Pune,1-Nov-23,,,,1,9,5,112.71,0,172
PAK,Mohammad Rizwan (PAK),bat,121,131,,0,1.0826,v Sri Lanka,Hyderabad,10-Oct-23,,,,2,8,3,108.26,1,193
IND,RG Sharma (IND),bat,84,131,,0.011904762,1.5595,v Afghanistan,Delhi,11-Oct-23,,,,2,16,5,155.95,0,111
NZ,DJ Mitchell (NZ),bat,127,130,,0.007874016,1.0236,v India,Dharamsala,22-Oct-23,,,,1,9,5,102.36,0,192
AFG,Ibrahim Zadran (AFG),bat,143,129,,0,0.902,v Australia,Wankhede,7-Nov-23,,,,1,8,3,90.2,1,217
PAK,Fakhar Zaman (PAK),bat,81,126,,0,1.5555,v New Zealand,Bengaluru,4-Nov-23,,,,2,8,11,155.55,1,103
NZ,R Ravindra (NZ),bat,96,123,,0,1.2812,v England,Ahmedabad,5-Oct-23,,,,2,11,5,128.12,1,141
SL,BKG Mendis (SL),bat,77,122,,0.012987013,1.5844,v Pakistan,Hyderabad,10-Oct-23,,,,1,14,6,158.44,0,124
AUS,MR Marsh (AUS),bat,108,121,,0.009259259,1.1203,v Pakistan,Bengaluru,20-Oct-23,,,,1,10,9,112.03,0,139
NZ,R Ravindra (NZ),bat,89,116,,0.011235955,1.3033,v Australia,Dharamsala,28-Oct-23,,,,2,9,5,130.33,0,137
SA,Q de Kock (SA),bat,116,114,,0.00862069,0.9827,v New Zealand,Pune,1-Nov-23,,,,1,10,3,98.27,0,176
PAK,Abdullah Shafique (PAK),bat,103,113,,0.009708738,1.097,v Sri Lanka,Hyderabad,10-Oct-23,,,,2,10,3,109.7,0,150
BAN,Mahmudullah (BAN),bat,111,111,,0.009009009,1,v South Africa,Wankhede,24-Oct-23,,,,2,11,4,100,0,150
SA,Q de Kock (SA),bat,106,109,,0.009433962,1.0283,v Australia,Lucknow,12-Oct-23,,,,1,8,5,102.83,0,147
SA,H Klaasen (SA),bat,67,109,,0.014925373,1.6268,v England,Wankhede,21-Oct-23,,,,1,12,4,162.68,0,119
AUS,TM Head (AUS),bat,67,109,,0.014925373,1.6268,v New Zealand,Dharamsala,28-Oct-23,,,,1,10,7,162.68,0,94
SA,HE van der Dussen (SA),bat,110,108,,0.009090909,0.9818,v Sri Lanka,Delhi,7-Oct-23,,,,1,13,2,98.18,0,161
SL,S Samarawickrama (SL),bat,89,108,,0.011235955,1.2134,v Pakistan,Hyderabad,10-Oct-23,,,,1,11,2,121.34,0,139
NZ,R Ravindra (NZ),bat,94,108,,0.010638298,1.1489,v Pakistan,Bengaluru,4-Nov-23,,,,1,15,1,114.89,0,170
SL,KIC Asalanka (SL),bat,105,108,,0.00952381,1.0285,v Bangladesh,Delhi,6-Nov-23,,,,1,6,5,102.85,0,159
ENG,BA Stokes (ENG),bat,84,108,,0.011904762,1.2857,v Netherlands,Pune,8-Nov-23,,,,1,6,6,128.57,0,136
SA,AK Markram (SA),bat,54,106,,0.018518519,1.9629,v Sri Lanka,Delhi,7-Oct-23,,,,1,14,3,196.29,0,84
AUS,GJ Maxwell (AUS),bat,44,106,,0.022727273,2.409,v Netherlands,Delhi,25-Oct-23,,,,1,9,8,240.9,0,53
AUS,DA Warner (AUS),bat,93,104,,0.010752688,1.1182,v Netherlands,Delhi,25-Oct-23,,,,1,11,3,111.82,0,182
IND,V Kohli (IND),bat,97,103,,0,1.0618,v Bangladesh,Pune,19-Oct-23,,,,2,6,4,106.18,1,113
IND,V Kohli (IND),bat,121,101,,0,0.8347,v South Africa,Eden Gardens,5-Nov-23,,,,1,10,0,83.47,1,195
SA,Q de Kock (SA),bat,84,100,,0.011904762,1.1904,v Sri Lanka,Delhi,7-Oct-23,,,,1,12,3,119.04,0,140
IND,KL Rahul (IND),bat,115,97,,0,0.8434,v Australia,Chennai,8-Oct-23,,,,2,8,2,84.34,1,180
AFG,Azmatullah Omarzai (AFG),bat,107,97,,0,0.9065,v South Africa,Ahmedabad,10-Nov-23,,,,1,7,3,90.65,1,173
IND,V Kohli (IND),bat,104,95,,0.009615385,0.9134,v New Zealand,Dharamsala,22-Oct-23,,,,2,8,2,91.34,0,154
NZ,KS Williamson (NZ),bat,79,95,,0.012658228,1.2025,v Pakistan,Bengaluru,4-Nov-23,,,,1,10,2,120.25,0,111
IND,Shubman Gill (IND),bat,92,92,,0.010869565,1,v Sri Lanka,Wankhede,2-Nov-23,,,,1,11,2,100,0,136
SL,S Samarawickrama (SL),bat,107,91,,0,0.8504,v Netherlands,Lucknow,21-Oct-23,,,,2,7,0,85.04,1,168
SA,AK Markram (SA),bat,93,91,,0.010752688,0.9784,v Pakistan,Chennai,27-Oct-23,,,,2,7,3,97.84,0,151
SA,H Klaasen (SA),bat,49,90,,0.020408163,1.8367,v Bangladesh,Wankhede,24-Oct-23,,,,1,2,8,183.67,0,94
BAN,Najmul Hossain Shanto (BAN),bat,101,90,,0.00990099,0.891,v Sri Lanka,Delhi,6-Nov-23,,,,2,12,0,89.1,0,163
NZ,DJ Mitchell (NZ),bat,67,89,,0,1.3283,v Bangladesh,Chennai,13-Oct-23,,,,2,6,4,132.83,1,103
IND,V Kohli (IND),bat,94,88,,0.010638298,0.9361,v Sri Lanka,Wankhede,2-Nov-23,,,,1,11,0,93.61,0,139
AFG,Ibrahim Zadran (AFG),bat,113,87,,0.008849558,0.7699,v Pakistan,Chennai,23-Oct-23,,,,2,10,0,76.99,0,146
IND,RG Sharma (IND),bat,101,87,,0.00990099,0.8613,v England,Lucknow,29-Oct-23,,,,1,10,3,86.13,0,162
ENG,DJ Malan (ENG),bat,74,87,,0.013513514,1.1756,v Netherlands,Pune,8-Nov-23,,,,1,10,2,117.56,0,92
IND,RG Sharma (IND),bat,63,86,,0.015873016,1.365,v Pakistan,Ahmedabad,14-Oct-23,,,,2,6,6,136.5,0,91
IND,V Kohli (IND),bat,116,85,,0.00862069,0.7327,v Australia,Chennai,8-Oct-23,,,,2,6,0,73.27,0,171
SA,RR Hendricks (SA),bat,75,85,,0.013333333,1.1333,v England,Wankhede,21-Oct-23,,,,1,9,3,113.33,0,111
ENG,JE Root (ENG),bat,68,82,,0.014705882,1.2058,v Bangladesh,Dharamsala,10-Oct-23,,,,1,8,1,120.58,0,107
IND,SS Iyer (IND),bat,56,82,,0.017857143,1.4642,v Sri Lanka,Wankhede,2-Nov-23,,,,1,3,6,146.42,0,84
BAN,Shakib Al Hasan (BAN),bat,65,82,,0.015384615,1.2615,v Sri Lanka,Delhi,6-Nov-23,,,,2,12,2,126.15,0,128
AUS,DA Warner (AUS),bat,65,81,,0.015384615,1.2461,v New Zealand,Dharamsala,28-Oct-23,,,,1,5,6,124.61,0,77
PAK,Fakhar Zaman (PAK),bat,74,81,,0.013513514,1.0945,v Bangladesh,Eden Gardens,31-Oct-23,,,,2,3,7,109.45,0,126
AFG,Hashmatullah Shahidi (AFG),bat,88,80,,0.011363636,0.909,v India,Delhi,11-Oct-23,,,,1,8,1,90.9,0,128
AFG,Rahmanullah Gurbaz (AFG),bat,57,80,,0.01754386,1.4035,v England,Delhi,15-Oct-23,,,,1,8,4,140.35,0,87
SL,KIC Asalanka (SL),bat,65,79,,0.015384615,1.2153,v South Africa,Delhi,7-Oct-23,,,,2,8,4,121.53,0,83
NZ,KS Williamson (NZ),bat,107,78,,0,0.7289,v Bangladesh,Chennai,13-Oct-23,,,,2,8,1,72.89,1,158
NED,SA Edwards (NED),bat,69,78,,0,1.1304,v South Africa,Dharamsala,17-Oct-23,,,,1,10,1,113.04,1,102
SL,MDKJ Perera (SL),bat,82,78,,0.012195122,0.9512,v Australia,Lucknow,16-Oct-23,,,,1,12,0,95.12,0,123
AFG,Rahmat Shah (AFG),bat,84,77,,0,0.9166,v Pakistan,Chennai,23-Oct-23,,,,2,5,2,91.66,1,129
SL,P Nissanka (SL),bat,83,77,,0,0.9277,v England,Bengaluru,26-Oct-23,,,,2,7,2,92.77,1,110
ENG,JE Root (ENG),bat,86,77,,0.011627907,0.8953,v New Zealand,Ahmedabad,5-Oct-23,,,,1,4,1,89.53,0,140
IND,SS Iyer (IND),bat,87,77,,0.011494253,0.885,v South Africa,Eden Gardens,5-Nov-23,,,,1,7,2,88.5,0,101
SA,HE van der Dussen (SA),bat,95,76,,0,0.8,v Afghanistan,Ahmedabad,10-Nov-23,,,,2,6,1,80,1,141
SL,BKG Mendis (SL),bat,42,76,,0.023809524,1.8095,v South Africa,Delhi,7-Oct-23,,,,2,4,8,180.95,0,55
BAN,Litton Das (BAN),bat,66,76,,0.015151515,1.1515,v England,Dharamsala,10-Oct-23,,,,2,7,2,115.15,0,99
SA,M Jansen (SA),bat,42,75,,0,1.7857,v England,Wankhede,21-Oct-23,,,,1,3,6,178.57,1,72
NZ,R Ravindra (NZ),bat,87,75,,0.011494253,0.862,v India,Dharamsala,22-Oct-23,,,,1,6,1,86.2,0,133
PAK,Babar Azam (PAK),bat,92,74,,0.010869565,0.8043,v Afghanistan,Chennai,23-Oct-23,,,,1,4,1,80.43,0,121
AFG,Azmatullah Omarzai (AFG),bat,63,73,,0,1.1587,v Sri Lanka,Pune,30-Oct-23,,,,2,6,3,115.87,1,80
NZ,GD Phillips (NZ),bat,80,71,,0.0125,0.8875,v Afghanistan,Chennai,18-Oct-23,,,,1,4,4,88.75,0,109
AUS,SPD Smith (AUS),bat,68,71,,0.014705882,1.0441,v Netherlands,Delhi,25-Oct-23,,,,1,9,1,104.41,0,88
AUS,M Labuschagne (AUS),bat,83,71,,0.012048193,0.8554,v England,Ahmedabad,4-Nov-23,,,,1,7,0,85.54,0,111
NZ,WA Young (NZ),bat,80,70,,0.0125,0.875,v Netherlands,Hyderabad,9-Oct-23,,,,1,7,2,87.5,0,106
PAK,Imam-ul-Haq (PAK),bat,71,70,,0.014084507,0.9859,v Australia,Bengaluru,20-Oct-23,,,,2,10,0,98.59,0,107
NED,SA Engelbrecht (NED),bat,82,70,,0.012195122,0.8536,v Sri Lanka,Lucknow,21-Oct-23,,,,1,4,1,85.36,0,100
NED,CN Ackermann (NED),bat,73,69,,0.01369863,0.9452,v New Zealand,Hyderabad,9-Oct-23,,,,2,5,0,94.52,0,98
PAK,Mohammad Rizwan (PAK),bat,75,68,,0.013333333,0.9066,v Netherlands,Hyderabad,6-Oct-23,,,,1,8,0,90.66,0,104
PAK,Saud Shakeel (PAK),bat,52,68,,0.019230769,1.3076,v Netherlands,Hyderabad,6-Oct-23,,,,1,9,1,130.76,0,84
SL,MD Shanaka (SL),bat,62,68,,0.016129032,1.0967,v South Africa,Delhi,7-Oct-23,,,,2,6,3,109.67,0,86
NZ,TWM Latham (NZ),bat,74,68,,0.013513514,0.9189,v Afghanistan,Chennai,18-Oct-23,,,,1,3,2,91.89,0,114
NED,SA Edwards (NED),bat,89,68,,0.011235955,0.764,v Bangladesh,Eden Gardens,28-Oct-23,,,,1,6,0,76.4,0,122
PAK,Abdullah Shafique (PAK),bat,69,68,,0.014492754,0.9855,v Bangladesh,Eden Gardens,31-Oct-23,,,,2,9,2,98.55,0,94
